PolizaID,A̱o,Ramo,Moneda,NumeroAsegurados,PrimaPoliza,PrimaRetenida,PrimaCedida,DuracionOriginal_dias,TiempoTranscurrido_dias,DuracionRemanente_dias,PrimaDevengadaBEL
POL-000295,2021,DMI,MXN,2,239090.87,143454.522,95636.348,347,340,7,234267.71
POL-000296,2021,DMI,MXN,8,2578812.36,1547287.416,1031524.944,125,32,93,660175.96
POL-000297,2022,CAU,USD,3,2642274.59,1585364.754,1056909.836,547,477,70,2304140.73
POL-000298,2023,CAU,USD,5,1980982.09,1188589.254,792392.836,250,67,183,530903.2
POL-000299,2022,AUI,MXN,10,4626475.41,2775885.246,1850590.164,694,586,108,3906505.17
POL-000300,2024,DMI,MXN,8,2040116.83,1224070.098,816046.732,591,465,126,1605168.06
POL-000301,2023,CAU,USD,9,2520827.99,1512496.794,1008331.196,65,14,51,542947.57
POL-000302,2024,RCV,MXN,3,2501944.43,1501166.658,1000777.772,437,371,66,2124076.39
POL-000303,2021,CAU,USD,1,660867.2,396520.32,264346.88,645,247,398,253076.28
POL-000304,2022,RCV,MXN,4,651943.69,391166.214,260777.476,455,143,312,204896.59
POL-000305,2024,DMI,USD,6,4708527.53,2825116.518,1883411.012,204,172,32,3969934.98
POL-000306,2024,AUF,MXN,9,3931257.58,2358754.548,1572503.032,286,220,66,3024044.29
POL-000307,2023,RCV,MXN,10,615875.96,369525.576,246350.384,126,90,36,439911.4
POL-000308,2021,AUI,MXN,6,4500585.53,2700351.318,1800234.212,634,501,133,3556456.39
POL-000309,2023,AUF,MXN,3,4252369.89,2551421.934,1700947.956,569,143,426,1068697.53
POL-000310,2025,CAU,MXN,3,517222.62,310333.572,206889.048,377,154,223,211279.27
POL-000311,2025,DMI,MXN,10,2751452.53,1650871.518,1100581.012,647,219,428,931326.28
POL-000312,2021,RCV,USD,1,2529514.2,1517708.52,1011805.68,305,87,218,721533.56
POL-000313,2024,CAU,USD,2,2924224.71,1754534.826,1169689.884,698,384,314,1608742.53
POL-000314,2024,RCV,USD,5,4297563.26,2578537.956,1719025.304,162,123,39,3262964.7
POL-000315,2022,DMI,USD,1,3491228.86,2094737.316,1396491.544,121,113,8,3260403.81
POL-000316,2021,CAU,MXN,1,4742284.63,2845370.778,1896913.852,523,9,514,81607.19
POL-000317,2022,DMI,USD,5,2764344.98,1658606.988,1105737.992,683,59,624,238794.08
POL-000318,2022,RCV,USD,4,3618043.81,2170826.286,1447217.524,129,72,57,2019373.29
POL-000319,2021,DMI,USD,2,2499158.69,1499495.214,999663.476,545,467,78,2141480.93
POL-000320,2022,AUF,USD,10,3436310.66,2061786.396,1374524.264,462,283,179,2104926.23
POL-000321,2024,INC,MXN,9,262564.68,157538.808,105025.872,686,445,241,170322.57
POL-000322,2024,INC,USD,5,509154.29,305492.574,203661.716,257,129,128,255567.72
POL-000323,2025,CAU,USD,5,3154603.1,1892761.86,1261841.24,669,284,385,1339173.81
POL-000324,2021,CAU,MXN,2,2375871.44,1425522.864,950348.576,437,74,363,402321.48
POL-000325,2023,RCV,MXN,10,1787679.02,1072607.412,715071.608,354,22,332,111098.7
POL-000326,2023,AUF,MXN,9,4881500.4,2928900.24,1952600.16,509,16,493,153445.99
POL-000327,2023,RCV,MXN,3,4345354.31,2607212.586,1738141.724,313,300,13,4164876.34
POL-000328,2023,AUF,USD,2,2034575.04,1220745.024,813830.016,218,116,102,1082617.91
POL-000329,2025,AUF,MXN,5,4941646.31,2964987.786,1976658.524,340,169,171,2456288.9
POL-000330,2023,AUF,MXN,7,1518538.52,911123.112,607415.408,324,230,94,1077974.88
POL-000331,2021,AUI,USD,6,4883327.63,2929996.578,1953331.052,599,457,142,3725677.34
POL-000332,2022,INC,MXN,6,1667739.19,1000643.514,667095.676,501,284,217,945385.09
POL-000333,2024,DMI,MXN,2,2396539.07,1437923.442,958615.628,420,325,95,1854464.76
POL-000334,2021,DMI,MXN,3,2955959.59,1773575.754,1182383.836,439,381,58,2565422.79
POL-000335,2023,CAU,MXN,7,669253.13,401551.878,267701.252,360,354,6,658098.91
POL-000336,2023,INC,USD,7,4476506.89,2685904.134,1790602.756,179,7,172,175058.93
POL-000337,2021,DMI,USD,10,3713496.92,2228098.152,1485398.768,536,399,137,2764338.19
POL-000338,2022,AUI,USD,3,3949562.78,2369737.668,1579825.112,76,72,4,3741691.05
POL-000339,2021,INC,USD,6,4551007.49,2730604.494,1820402.996,683,71,612,473091.55
POL-000340,2022,AUI,MXN,2,2249313.39,1349588.034,899725.356,616,184,432,671872.83
POL-000341,2022,INC,USD,7,1268765.43,761259.258,507506.172,162,42,120,328939.19
POL-000342,2022,AUI,USD,3,2692539.12,1615523.472,1077015.648,289,281,8,2618005.17
POL-000343,2023,AUI,USD,5,1511169.63,906701.778,604467.852,121,61,60,761829.32
POL-000344,2021,AUI,USD,7,3793726.29,2276235.774,1517490.516,86,79,7,3484934.62
POL-000345,2021,INC,USD,7,4500098.56,2700059.136,1800039.424,226,25,201,497798.51
POL-000346,2021,RCV,USD,10,4837691.94,2902615.164,1935076.776,406,83,323,988986.28
POL-000347,2021,INC,MXN,3,865567.99,519340.794,346227.196,539,373,166,598992.32
POL-000348,2023,AUI,MXN,5,128594.39,77156.634,51437.756,166,16,150,12394.64
POL-000349,2021,CAU,MXN,8,861185.5,516711.3,344474.2,209,166,43,684003.79
POL-000350,2025,DMI,MXN,6,3485571.02,2091342.612,1394228.408,615,540,75,3060501.38
POL-000351,2024,CAU,USD,9,484157.8,290494.68,193663.12,64,49,15,370683.32
POL-000352,2025,CAU,USD,5,497565.46,298539.276,199026.184,457,339,118,369091.23
POL-000353,2025,DMI,MXN,6,4334098.41,2600459.046,1733639.364,722,295,427,1770857.38
POL-000354,2025,AUF,USD,10,4009481.22,2405688.732,1603792.488,69,11,58,639192.66
POL-000355,2021,AUF,USD,6,4617145.42,2770287.252,1846858.168,480,313,167,3010763.58
POL-000356,2022,CAU,USD,1,842086.25,505251.75,336834.5,251,109,142,365686.86
POL-000357,2021,CAU,USD,4,4498724.26,2699234.556,1799489.704,567,374,193,2967412.47
POL-000358,2022,AUF,MXN,7,3503616.73,2102170.038,1401446.692,292,90,202,1079881.87
POL-000359,2021,DMI,MXN,10,1411848.88,847109.328,564739.552,719,379,340,744215.2
POL-000360,2023,RCV,USD,1,1454423.82,872654.292,581769.528,360,305,55,1232220.18
POL-000361,2023,AUI,USD,5,1018785.32,611271.192,407514.128,610,559,51,933608.19
POL-000362,2022,CAU,USD,9,4208932.96,2525359.776,1683573.184,609,323,286,2232324.05
POL-000363,2022,AUI,USD,3,805609.75,483365.85,322243.9,163,162,1,800667.36
POL-000364,2025,AUF,USD,3,526174.93,315704.958,210469.972,442,98,344,116663.22
POL-000365,2025,AUI,MXN,10,2664695.4,1598817.24,1065878.16,446,331,115,1977610.26
POL-000366,2024,RCV,USD,10,316862.79,190117.674,126745.116,637,202,435,100480.82
POL-000367,2025,AUI,MXN,2,2189607.27,1313764.362,875842.908,244,116,128,1040960.83
POL-000368,2024,CAU,USD,6,3588591.33,2153154.798,1435436.532,533,337,196,2268959.25
POL-000369,2023,AUI,USD,5,1254870.18,752922.108,501948.072,228,200,28,1100763.32
POL-000370,2024,RCV,USD,1,50298.86,30179.316,20119.544,385,203,182,26521.22
POL-000371,2024,CAU,USD,7,203088.64,121853.184,81235.456,636,168,468,53646.06
POL-000372,2023,INC,USD,2,3070090.05,1842054.03,1228036.02,618,317,301,1574787.29
POL-000373,2023,RCV,USD,8,3843814.52,2306288.712,1537525.808,572,253,319,1700148.73
POL-000374,2022,AUF,USD,1,4960876.74,2976526.044,1984350.696,394,185,209,2329345.68
POL-000375,2021,AUI,MXN,3,3040060.48,1824036.288,1216024.192,361,322,39,2711632.89
POL-000376,2023,INC,USD,3,1543257.49,925954.494,617302.996,691,611,80,1364588.03
POL-000377,2021,DMI,USD,1,1023826.53,614295.918,409530.612,129,81,48,642867.82
POL-000378,2024,RCV,MXN,3,3733604.06,2240162.436,1493441.624,604,327,277,2021338.62
POL-000379,2021,AUI,MXN,4,1823482.22,1094089.332,729392.888,603,208,395,628995.53
POL-000380,2023,INC,MXN,9,765951.66,459570.996,306380.664,695,662,33,729582.73
POL-000381,2024,DMI,MXN,3,1760803.7,1056482.22,704321.48,665,557,108,1474838.59
POL-000382,2024,INC,USD,1,3703953.55,2222372.13,1481581.42,330,181,149,2031562.4
POL-000383,2022,DMI,MXN,9,313635.48,188181.288,125454.192,549,67,482,38276.1
POL-000384,2021,AUF,USD,2,4014234.29,2408540.574,1605693.716,409,52,357,510367.2
POL-000385,2021,AUI,USD,10,1196236.1,717741.66,478494.44,83,73,10,1052111.27
POL-000386,2021,RCV,MXN,9,2520213.78,1512128.268,1008085.512,370,39,331,265644.16
POL-000387,2025,INC,USD,2,2133395.45,1280037.27,853358.18,341,276,65,1726736.49
POL-000388,2024,INC,MXN,10,2021364.61,1212818.766,808545.844,195,92,103,953669.46
POL-000389,2023,RCV,USD,1,4877761.18,2926656.708,1951104.472,535,241,294,2197271.86
POL-000390,2022,AUF,USD,1,1966974.83,1180184.898,786789.932,224,172,52,1510355.67
POL-000391,2022,CAU,MXN,3,158245.49,94947.294,63298.196,235,159,76,107068.23
POL-000392,2024,CAU,USD,10,915999.77,549599.862,366399.908,557,338,219,555849.05
POL-000393,2025,AUF,USD,1,1923245.52,1153947.312,769298.208,329,26,303,151989.01
POL-000394,2023,RCV,USD,2,3391105.93,2034663.558,1356442.372,700,262,438,1269242.51
POL-000395,2025,AUI,MXN,9,3452297.2,2071378.32,1380918.88,208,24,184,398341.98
POL-000396,2022,CAU,MXN,1,4004277.05,2402566.23,1601710.82,355,31,324,349669.26
POL-000397,2023,AUF,MXN,4,4319889.41,2591933.646,1727955.764,452,123,329,1175545.13
POL-000398,2024,AUF,USD,8,1284930.69,770958.414,513972.276,410,373,37,1168973.53
POL-000399,2022,AUF,MXN,5,4502615.36,2701569.216,1801046.144,520,322,198,2788157.97
POL-000400,2021,INC,MXN,4,4269631.82,2561779.092,1707852.728,679,648,31,4074700.18
POL-000401,2025,INC,USD,2,3220806.04,1932483.624,1288322.416,585,393,192,2163720.98
POL-000402,2021,INC,USD,4,4334734.27,2600840.562,1733893.708,84,59,25,3044634.78
POL-000403,2021,CAU,USD,6,2701069.24,1620641.544,1080427.696,509,148,361,785379.66
POL-000404,2023,INC,MXN,9,1748299.23,1048979.538,699319.692,210,49,161,407936.49
POL-000405,2025,DMI,MXN,1,3775478.63,2265287.178,1510191.452,652,303,349,1754555.25
POL-000406,2025,AUF,USD,4,1391078.69,834647.214,556431.476,636,440,196,962381.48
POL-000407,2022,CAU,MXN,4,3485623.27,2091373.962,1394249.308,346,196,150,1974514.92
POL-000408,2024,DMI,USD,4,3386446.06,2031867.636,1354578.424,356,287,69,2730084.32
POL-000409,2025,RCV,USD,3,4133544.01,2480126.406,1653417.604,329,108,221,1356908.06
POL-000410,2023,CAU,MXN,4,1600502.76,960301.656,640201.104,554,166,388,479573.03
POL-000411,2023,AUI,USD,10,3039180.28,1823508.168,1215672.112,297,199,98,2036353.12
POL-000412,2024,AUI,MXN,4,3594114.19,2156468.514,1437645.676,98,55,43,2017104.9
POL-000413,2023,AUF,MXN,1,3302204.56,1981322.736,1320881.824,70,23,47,1085010.07
POL-000414,2022,CAU,USD,5,4216499.82,2529899.892,1686599.928,403,324,79,3389940.3
POL-000415,2023,CAU,USD,2,61346.1,36807.66,24538.44,667,607,60,55827.71
POL-000416,2021,CAU,MXN,4,1915389.62,1149233.772,766155.848,193,15,178,148864.48
POL-000417,2025,AUI,USD,3,967612.77,580567.662,387045.108,383,26,357,65686.51
POL-000418,2023,INC,USD,9,3073696.83,1844218.098,1229478.732,440,275,165,1921060.52
POL-000419,2023,DMI,MXN,3,181518.84,108911.304,72607.536,730,451,279,112143.83
POL-000420,2025,CAU,MXN,10,2676938.88,1606163.328,1070775.552,307,239,68,2084001.28
POL-000421,2024,DMI,MXN,7,2966545.9,1779927.54,1186618.36,533,134,399,745810.79
POL-000422,2025,INC,MXN,3,4958336.72,2975002.032,1983334.688,532,320,212,2982458.18
POL-000423,2023,AUF,USD,6,3276746.93,1966048.158,1310698.772,225,173,52,2519454.31
POL-000424,2022,INC,MXN,4,2783564.52,1670138.712,1113425.808,254,174,80,1906851.29
POL-000425,2023,AUI,MXN,10,519347.46,311608.476,207738.984,327,54,273,85763.8
POL-000426,2025,RCV,USD,5,4357737.75,2614642.65,1743095.1,728,409,319,2448234.53
POL-000427,2025,INC,USD,3,2370765.7,1422459.42,948306.28,680,229,451,798390.21
POL-000428,2024,DMI,MXN,9,3509847.85,2105908.71,1403939.14,165,141,24,2999324.53
POL-000429,2025,AUI,USD,8,3271700.76,1963020.456,1308680.304,484,176,308,1189709.37
POL-000430,2024,CAU,USD,10,686406.9,411844.14,274562.76,499,37,462,50895.9
POL-000431,2023,DMI,MXN,1,4265602.73,2559361.638,1706241.092,648,208,440,1369205.81
POL-000432,2023,AUI,USD,6,4129636.76,2477782.056,1651854.704,107,49,58,1891142.07
POL-000433,2022,AUI,USD,7,3410785.11,2046471.066,1364314.044,570,215,355,1286524.21
POL-000434,2021,AUI,MXN,8,909520.2,545712.12,363808.08,592,119,473,182825.85
POL-000435,2025,RCV,MXN,7,728897.65,437338.59,291559.06,82,65,17,577784.72
POL-000436,2025,CAU,USD,8,3512806.29,2107683.774,1405122.516,695,457,238,2309859.68
POL-000437,2023,AUI,MXN,9,3780053.46,2268032.076,1512021.384,464,21,443,171080.01
POL-000438,2021,RCV,MXN,8,1099063.48,659438.088,439625.392,421,421,0,1099063.48
POL-000439,2023,RCV,MXN,3,3047723.52,1828634.112,1219089.408,425,205,220,1470078.4
POL-000440,2024,AUF,USD,9,3543829.85,2126297.91,1417531.94,597,97,500,575798.15
POL-000441,2023,INC,MXN,10,2766812.56,1660087.536,1106725.024,700,248,452,980242.16
POL-000442,2022,CAU,MXN,10,3192224.06,1915334.436,1276889.624,344,248,96,2301370.83
POL-000443,2021,CAU,USD,1,3499453.98,2099672.388,1399781.592,161,63,98,1369351.56
POL-000444,2021,AUI,MXN,4,3646988.12,2188192.872,1458795.248,371,106,265,1041996.61
POL-000445,2021,CAU,MXN,2,3413679.37,2048207.622,1365471.748,100,17,83,580325.49
POL-000446,2024,INC,USD,8,4686659.35,2811995.61,1874663.74,344,173,171,2356953.68
POL-000447,2025,CAU,MXN,3,4140545.17,2484327.102,1656218.068,611,254,357,1721274.1
POL-000448,2024,CAU,MXN,5,642461.74,385477.044,256984.696,666,388,278,374287.02
POL-000449,2025,DMI,USD,10,343791.84,206275.104,137516.736,233,161,72,237555.73
POL-000450,2023,AUI,USD,9,1076501.74,645901.044,430600.696,60,11,49,197358.65
POL-000451,2021,AUI,USD,5,1572870.07,943722.042,629148.028,279,115,164,648315.62
POL-000452,2022,DMI,USD,5,21591.01,12954.606,8636.404,288,173,115,12969.6
POL-000453,2024,INC,MXN,6,3572345.38,2143407.228,1428938.152,491,42,449,305577.41
POL-000454,2023,RCV,MXN,6,1355814.49,813488.694,542325.796,231,88,143,516500.76
POL-000455,2022,AUF,USD,7,1522826.97,913696.182,609130.788,667,115,552,262556.37
POL-000456,2023,CAU,MXN,3,2791375.45,1674825.27,1116550.18,302,153,149,1414173.66
POL-000457,2021,AUI,USD,2,2032954.14,1219772.484,813181.656,523,404,119,1570389.05
POL-000458,2021,CAU,USD,8,1263919.91,758351.946,505567.964,312,275,37,1114031.97
POL-000459,2021,AUF,USD,4,3496941,2098164.6,1398776.4,442,431,11,3409913.06
POL-000460,2022,AUI,MXN,8,2324057.56,1394434.536,929623.024,248,193,55,1808641.57
POL-000461,2025,DMI,USD,1,3251440.43,1950864.258,1300576.172,494,374,120,2461616.84
POL-000462,2025,AUF,MXN,8,1957548.01,1174528.806,783019.204,483,188,295,761944.15
POL-000463,2021,DMI,MXN,2,4587406.09,2752443.654,1834962.436,422,27,395,293507.02
POL-000464,2022,RCV,USD,3,1405505.53,843303.318,562202.212,254,20,234,110669.73
POL-000465,2024,DMI,USD,6,3899465.1,2339679.06,1559786.04,333,279,54,3267119.41
POL-000466,2024,AUF,MXN,4,3308436,1985061.6,1323374.4,274,106,168,1279905.9
POL-000467,2021,AUI,MXN,5,2183832.68,1310299.608,873533.072,361,87,274,526297.63
POL-000468,2023,AUI,USD,7,2241906.77,1345144.062,896762.708,296,250,46,1893502.34
POL-000469,2024,AUI,MXN,9,3937629.79,2362577.874,1575051.916,125,20,105,630020.77
POL-000470,2024,DMI,USD,1,4188069.7,2512841.82,1675227.88,162,95,67,2455966.8
POL-000471,2021,CAU,USD,10,2423766.6,1454259.96,969506.64,64,53,11,2007181.72
POL-000472,2022,DMI,USD,8,1975235.33,1185141.198,790094.132,488,439,49,1776902.27
POL-000473,2022,DMI,MXN,3,1380646.71,828388.026,552258.684,279,187,92,925379.69
POL-000474,2024,CAU,USD,8,3814311.68,2288587.008,1525724.672,290,21,269,276208.78
POL-000475,2024,RCV,MXN,2,1276725.06,766035.036,510690.024,167,153,14,1169694.22
POL-000476,2021,AUF,MXN,9,1511054.74,906632.844,604421.896,262,45,217,259532.3
POL-000477,2024,AUI,MXN,5,193429.04,116057.424,77371.616,708,584,124,159551.64
POL-000478,2023,CAU,MXN,5,1613114.98,967868.988,645245.992,319,192,127,970903.06
POL-000479,2021,INC,MXN,7,2787056.78,1672234.068,1114822.712,502,449,53,2492805.77
POL-000480,2023,CAU,USD,8,3819249.93,2291549.958,1527699.972,686,387,299,2154591.43
POL-000481,2024,AUF,USD,5,2915071.56,1749042.936,1166028.624,248,1,247,11754.32
POL-000482,2025,AUF,USD,3,4118241.65,2470944.99,1647296.66,661,393,268,2448515.84
POL-000483,2023,CAU,USD,3,1748400.88,1049040.528,699360.352,469,469,0,1748400.88
POL-000484,2024,INC,USD,8,4406315.89,2643789.534,1762526.356,322,292,30,3995789.56
POL-000485,2023,AUI,MXN,4,4395962.89,2637577.734,1758385.156,640,584,56,4011316.14
POL-000486,2025,CAU,USD,1,1372102.89,823261.734,548841.156,201,90,111,614374.43
POL-000487,2022,AUI,MXN,4,316981.37,190188.822,126792.548,134,70,64,165587.28
POL-000488,2025,DMI,USD,7,1895889.98,1137533.988,758355.992,146,28,118,363595.34
POL-000489,2025,RCV,MXN,7,2594315.64,1556589.384,1037726.256,279,132,147,1227418.15
POL-000490,2025,CAU,MXN,6,4206371.69,2523823.014,1682548.676,345,267,78,3255365.92
POL-000491,2024,CAU,USD,6,973145.34,583887.204,389258.136,251,48,203,186099.51
POL-000492,2025,RCV,MXN,9,4475848.85,2685509.31,1790339.54,511,338,173,2960541.9
POL-000493,2021,INC,MXN,5,4865930.1,2919558.06,1946372.04,480,465,15,4713869.78
POL-000494,2024,RCV,USD,10,2343008.53,1405805.118,937203.412,343,150,193,1024639.3
POL-000495,2023,DMI,USD,8,370933.34,222560.004,148373.336,89,77,12,320919.86
POL-000496,2024,AUF,USD,1,2761020.93,1656612.558,1104408.372,548,479,69,2413374.13
POL-000497,2025,INC,USD,8,2064903.21,1238941.926,825961.284,272,203,69,1541085.85
POL-000498,2024,INC,MXN,6,4159429.27,2495657.562,1663771.708,356,49,307,572505.71
POL-000499,2025,RCV,MXN,1,1527815.81,916689.486,611126.324,548,332,216,925611.04
POL-000500,2022,CAU,USD,2,4650008.37,2790005.022,1860003.348,373,171,202,2131773.27
POL-000501,2022,AUI,USD,10,3589955.01,2153973.006,1435982.004,230,211,19,3293393.51
POL-000502,2024,AUF,USD,9,1835250.93,1101150.558,734100.372,664,525,139,1451064.36
POL-000503,2021,RCV,USD,7,3368559.32,2021135.592,1347423.728,147,136,11,3116490.26
POL-000504,2025,RCV,MXN,5,2163116.61,1297869.966,865246.644,74,22,52,643088.72
POL-000505,2025,AUI,MXN,8,3920657.43,2352394.458,1568262.972,290,45,245,608377.88
POL-000506,2025,RCV,MXN,6,2149238.45,1289543.07,859695.38,381,77,304,434360.53
POL-000507,2022,DMI,USD,9,2127941.36,1276764.816,851176.544,110,71,39,1373489.42
POL-000508,2023,CAU,USD,6,1169322.33,701593.398,467728.932,516,515,1,1167056.2
POL-000509,2023,AUF,MXN,2,2646561.35,1587936.81,1058624.54,225,211,14,2481886.42
POL-000510,2022,AUI,MXN,6,2153019.44,1291811.664,861207.776,84,38,46,973984.98
POL-000511,2025,AUF,MXN,2,2931400.19,1758840.114,1172560.076,473,23,450,142541.66
POL-000512,2021,AUF,USD,8,2900233.76,1740140.256,1160093.504,365,303,62,2407591.31
POL-000513,2025,DMI,USD,5,708465.24,425079.144,283386.096,463,176,287,269308.6
POL-000514,2023,INC,MXN,1,2938199.28,1762919.568,1175279.712,464,319,145,2020012
POL-000515,2025,AUI,MXN,8,1109502.74,665701.644,443801.096,728,602,126,917473.42
POL-000516,2025,AUI,USD,10,2595010.22,1557006.132,1038004.088,462,331,131,1859195.63
POL-000517,2024,RCV,USD,4,2619910.23,1571946.138,1047964.092,421,228,193,1418858.75
POL-000518,2024,INC,MXN,7,867148.28,520288.968,346859.312,556,275,281,428895.28
POL-000519,2022,AUI,USD,8,1179592.47,707755.482,471836.988,609,557,52,1078871.93
POL-000520,2023,AUF,USD,5,3007951.92,1804771.152,1203180.768,388,361,27,2798635.68
POL-000521,2022,AUI,USD,10,4262467.12,2557480.272,1704986.848,708,667,41,4015629.33
POL-000522,2025,RCV,USD,5,2641354.79,1584812.874,1056541.916,384,125,259,859816.01
POL-000523,2023,AUI,MXN,5,276487.5,165892.5,110595,303,134,169,122275
POL-000524,2024,CAU,USD,10,1663065.75,997839.45,665226.3,149,81,68,904082.72
POL-000525,2025,AUI,USD,10,3182081.21,1909248.726,1272832.484,163,74,89,1444625.83
POL-000526,2022,INC,MXN,4,4873568.38,2924141.028,1949427.352,640,354,286,2695692.51
POL-000527,2022,RCV,USD,8,1544438.7,926663.22,617775.48,101,64,37,978654.23
POL-000528,2025,CAU,MXN,10,2980890.06,1788534.036,1192356.024,377,90,287,711618.32
POL-000529,2023,AUI,USD,7,4870819.96,2922491.976,1948327.984,265,242,23,4448069.55
POL-000530,2022,AUI,USD,1,833294.08,499976.448,333317.632,464,389,75,698602.15
POL-000531,2022,RCV,USD,9,2430042.71,1458025.626,972017.084,572,418,154,1775800.44
POL-000532,2025,CAU,USD,7,3068380.12,1841028.072,1227352.048,165,83,82,1543488.18
POL-000533,2022,AUF,MXN,5,4675015.05,2805009.03,1870006.02,202,202,0,4675015.05
POL-000534,2023,DMI,MXN,8,2359111.92,1415467.152,943644.768,499,138,361,652419.73
POL-000535,2025,RCV,USD,1,685104.51,411062.706,274041.804,324,283,41,598409.19
POL-000536,2025,INC,MXN,4,4174851.21,2504910.726,1669940.484,509,412,97,3379250.88
POL-000537,2025,CAU,USD,6,1540349.5,924209.7,616139.8,200,179,21,1378612.8
POL-000538,2021,INC,USD,7,4163871.23,2498322.738,1665548.492,251,218,33,3616429.99
POL-000539,2025,AUI,MXN,4,1705897.17,1023538.302,682358.868,680,22,658,55190.79
POL-000540,2021,CAU,MXN,3,3811079.86,2286647.916,1524431.944,378,258,120,2601213.24
POL-000541,2025,RCV,USD,5,1327905.11,796743.066,531162.044,375,220,155,779037.66
POL-000542,2025,AUF,MXN,8,1653134.65,991880.79,661253.86,243,48,195,326545.12
POL-000543,2021,AUF,MXN,2,213160.55,127896.33,85264.22,340,43,297,26958.54
POL-000544,2024,INC,USD,5,971230.25,582738.15,388492.1,640,217,423,329307.76
POL-000545,2024,CAU,MXN,6,1954949.33,1172969.598,781979.732,127,86,41,1323823.96
POL-000546,2024,CAU,MXN,4,2392948.87,1435769.322,957179.548,294,50,244,406964.09
POL-000547,2021,CAU,USD,6,770578.64,462347.184,308231.456,83,65,18,603465.2
POL-000548,2025,AUF,MXN,7,489978.82,293987.292,195991.528,348,52,296,73215.23
